iso,Lambda,LambdaNM,LambdaPESC,LambdaSC,Hr,Hn,HrNM,HrPESC,HnSC,Niih,Niil,Mh,Ml,L,N,LIC,LMIC,UMIC,HIC,mH,mL,HnNM,HnPE,HnGE
"UZB",2.4915728747017,2.36008699629884,2.34884645281425,2.3518294831487,0.0779659677770686,0.0819536521955813,0.078892570393265,0.07896149150246,0.0786889070535601,1075576,12719879,65333.0000000049,60605.0000006644,13795455,13921393,0,0,1,0,0.0572639886266169,0.00474199568660032,0.078892570393265,0.078614981490412,0.0786889070535601
"VCT",4.49729099315391,2.61309845813105,2.46863678994965,2.42956282800827,0.120916772004524,0.191415526983867,0.151950273272678,0.153690275968352,0.14483432369214,7270,52854,11429,26135.0000000005,60124,97688,0,0,1,0,0.611209155569816,0.330868855157053,0.151950273272678,0.146437932751044,0.14483432369214
"VEN",1.95523464033643,1.86122630858884,1.87171757650912,1.8694426386878,0.201110191621942,0.209143582267001,0.198084944252183,0.198478429966896,0.199095824974752,3020516,11998693,197972.000000034,171710.9999991,15019209,15388892,0,0,1,0,0.0615108709431368,0.0141088989321225,0.198084944252183,0.199374148829415,0.199095824974752
"VNM",3.10199411277968,2.76067018022841,2.8755460272364,2.85667147145729,0.0647483176169264,0.0721758809377102,0.0539538318823694,0.0578270556304545,0.0590794506188104,3339908,48243023,507064.00000013,1209970.99999663,51582931,53299966,0,1,0,0,0.131808601674286,0.0244670929326671,0.0539538318823694,0.0600887407176336,0.0590794506188105
"VUT",3.1890200354865,2.47849142398995,2.70576754089235,2.66793281493238,0.0292127189253528,0.0372751922970505,0.0190023194457087,0.0227404216115635,0.0238009085144198,2577,85638,791.000000000003,1349.0000000026,88215,90355,0,1,0,0,0.234857482185274,0.0155080644234495,0.0190023194457087,0.0247740432043877,0.0238009085144198
"WSM",4.01056438604903,2.47659344698375,2.72459967400083,2.78993820621066,0.0669880740928698,0.118377639695279,0.0391828363707574,0.0476889756385416,0.055707620228678,4752,66186,10191.1473571908,50584.0000000002,70938,132449,0,1,0,0,0.649987075527186,0.433193457223603,0.0391828363707574,0.0522151950362251,0.055707620228678
"YEM",2.93031551539733,2.91998696339943,2.9240603636779,2.92336902541513,0.135390217869027,0.135804082225894,0.134613739050747,0.134920412342901,0.135003526160627,1078180,6885320,13155.9999999468,59450.0000008184,7963500,8036106,0,1,0,0,0.0120549491631787,0.00856039868862732,0.134613739050747,0.135083202509509,0.135003526160627
"ZAF",3.80931917409095,2.98775487772476,2.82948485723229,2.87183892436679,0.0412202094349921,0.0519658123105936,0.0468793804566119,0.0479863440574752,0.0459274566907805,1002271,23312768,285941.999999998,188644.000000126,24315039,24789625,0,0,1,0,0.221967950952209,0.00802692195686479,0.0468793804566119,0.0455601814358339,0.0459274566907805
"ZAR",3.89526514104042,2.98775498629683,3.27438591895731,3.22488941055518,0.0281888810484207,0.0364390631704457,0.018127023460809,0.0217450352990184,0.022788387871286,270367,9320897,84354.999999988,59043.9999981247,9591264,9734663,1,0,0,0,0.237805943809485,0.00629470910298101,0.018127023460809,0.0237815390303858,0.0227883878712861
"ZMB",3.37507765738376,2.9877549319392,3.13683771751233,3.11196028600596,0.041380078389746,0.0464950387612089,0.032646505582152,0.0361510188343444,0.0370023966047018,242633,5620889,32622.0000000066,23949.9999985993,5863522,5920094,1,0,0,0,0.118515558300509,0.00424281365661612,0.032646505582152,0.0378865377831432,0.0370023966047018
"ZWE",4.39763223769367,2.98775493770283,3.36599358013588,3.30375237822148,0.0387452790713858,0.0560046512196784,0.0218325599572304,0.027498231619157,0.0293555641723383,171488,4254548,84933.999999999,67613.9999997732,4426036,4578584,1,0,0,0,0.331227429783712,0.0156435598665143,0.0218325599572304,0.0308719347149048,0.0293555641723382
