iso,mH,mL,mi,ywd,ypwdSC,w,wH,wL,wHd,wLd,wHdd,wLdd,wHGEd,wLGEd,wHSCd,wLSCd,wHGE4d,wLGE4d,wHSC4d,wLSC4d,ywdPESC,ywdSC,ypnd,LhNM,LlNM,LNM,LhNS,LlNS,LNS,LhPESC,LlPESC,LPESC,LhSC,LlSC,LSC,Lh,Ll,L,wHGE,wLGE,wHGE4,wLGE4,rpc,Nh,N,thetH,thetHNew,TFP,TFPNew,LiT,LiTNew,lic,lmic,umic,hic
"MDV",0.0583568406205931,0.00209795387792626,0.00460623020146603,19422.5006712044,19385.6737602512,22549.8997895866,62148.1676989084,20806.2204957858,53528.9664304224,17920.648664312,53560.6847930081,17952.3670268978,53398.3214079108,17931.4990083524,53381.0943718685,17914.7866218121,53385.0836876449,17926.9199663555,53531.7372820073,17965.2354272055,19443.1443739697,19385.6737602512,19466.6832652328,5407.17840010148,121811.821599899,127219,5381.49956628442,121233.334024242,126614.833590526,5381.69361187779,121206.056914081,126587.750525959,5397.14250720398,121821.857492796,127219,5341,121292,126633,61980.9645141143,20813.6056418604,61981.3729868691,20813.5875451964,31.7183625857069,5672,127219,0.385297026068029,0.385487417163771,48662.7233658928,48592.6482747143,0.46339165237496,0.463467526132211,0,0,1,0
"MEX",0.100973650283414,0.14073745868068,0.136113781271156,13386.3828707334,12697.6758411497,14921.1339860671,47618.4800438155,10374.3983839084,42720.5603933399,9307.31330140149,43103.6239874608,9690.37689552239,43424.3907794193,9353.87352922945,42602.819622374,9197.75907153263,42988.6338317787,9271.29265558382,44497.367585643,9616.1474741551,13275.5440848174,12697.6758411497,17704.1546318062,8378873.74147665,61930061.2585234,70308935,7293929.41905788,53705717.1415967,60999646.5606545,7292468.14218412,53837552.4148364,61130020.5570206,8413668.0066875,61895266.9933125,70308935,7447953,53561130,61009083,47950.2898920674,10328.7792710465,47914.5102669179,10333.6488633696,383.063594120895,8175420,70308935,0.631216148830958,0.630666783699722,46562.4104817228,45299.7257115271,0.32045450035118,0.318806897145257,0,0,1,0
"MKD",0.129518341118031,0.162550532004347,0.159041285309901,4630.50241033883,4396.45370749614,5270.61234145918,11751.349457704,4469.89422804308,10324.1613048641,3927.03060972662,10575.2161347215,4178.08543958402,10384.5136086276,3961.24918247285,10192.2738796193,3885.70466230135,10300.5279916668,3930.15706509225,10922.2866580255,4164.81589003943,4637.18684968484,4396.45370749614,7495.68918590993,210252.19165956,1688122.80834044,1898375,176788.287699813,1419439.85628812,1596228.14398794,176676.244591952,1419067.35138225,1595743.5959742,209818.526735682,1688556.47326432,1898375,175557,1420898,1596455,11726.1308547248,4473.01896000759,11724.0045263074,4473.2832392201,251.054829857403,201678,1898375,0.480276003553454,0.480476091489758,12490.9106343151,12116.1960976324,0.421955812171109,0.422254637875653,0,0,1,0
"MLI",0.278761603840599,0.0130759114553664,0.015273362868904,3191.12586071273,3126.40908696334,3546.46275374196,16559.1263701753,3467.15432673679,14899.9891046146,3119.76372047269,15022.150884411,3241.9255002691,16157.9654426361,3114.75455744848,15657.9027637033,3068.67196897968,16149.7137116916,3112.65968090945,16383.0750401013,3210.37689246591,3144.62736265338,3126.40908696334,3539.90305643526,22190.8471779064,4914050.15282209,4936241,21834.1578497548,4835063.11670415,4856897.2745539,23986.0487313919,4840461.58950011,4864447.6382315,25369.6511184411,4910871.34888156,4936241,29446,4831402,4860848,17945.6983742719,3459.37401563968,17948.5294080812,3459.35939283594,122.161779796413,40827,4936241,0.271591338430779,0.265700406229804,6349.82672116548,6321.01101723018,0.558513312169725,0.563193237132041,0,1,0,0
"MLT",0.291910570922145,0.236533728604993,0.24706032249388,17836.2113723581,16908.7830112286,21763.2316596952,46245.1754827885,16433.9684794562,37900.5626443971,13468.5758103241,38788.9004323582,14356.9135982852,38997.2860332267,13830.723374239,38233.6340562091,13565.2934077421,37940.9573217104,13462.8005979574,40813.6901832149,14486.4766216875,17809.7489798407,16908.7830112286,20644.3552014535,62849.0445584602,290335.95544154,353185,47280.2484266151,218414.714128009,265694.962554625,47301.5989791893,218469.153935138,265770.752914328,62931.4570730383,290253.542926962,353185,47539,218388,265927,46302.3853243344,16421.5397564502,46288.0562563859,16424.6480699677,888.337787961086,67137,353185,0.567644031701497,0.567507076937233,54518.6300612379,52390.4315077153,0.399188894424708,0.398824875954246,0,0,0,1
"MMR",0.0142248705328134,0.00250429163761321,0.00373681766858403,5514.67237674317,5484.96262132721,5801.16741990844,19443.596502698,4216.78593489214,18483.3597751366,4008.53677037231,18487.9825268379,4013.15952207356,18548.0796012341,4001.30727167984,18509.5872200913,3997.23872795131,18546.6889866108,4001.22196417714,18540.9166982036,4004.17636215794,5494.00420551493,5484.96262132721,5654.90264337332,2774989.82324783,24399737.1767522,27174727,2764583.84832005,24308240.2454173,27072824.0937373,2787645.59881634,24315040.5172121,27102686.1160284,2800843.136367,24373883.863633,27174727,2817021,24256159,27073180,19510.893933089,4209.01157693159,19510.2109095718,4209.09006850028,4.62275170125484,2857671,27174727,0.61110258925529,0.610604948486172,18157.6803607434,18136.3760967363,0.319488354495461,0.318209854260907,0,1,0,0
"MNG",0.0457498711355499,0.00654851922197503,0.0105347329261874,1503.22649063118,1479.85408530813,1677.54175608833,5625.84219599874,1248.24566039978,5041.25455622381,1118.53903887538,5196.96169089652,1274.24617354808,5105.20653222508,1112.68557053134,5020.95411385781,1098.23699208984,5101.87522531227,1112.0548806946,5570.02344555524,1218.41892765822,1485.41210200092,1479.85408530813,1877.51368557228,150921.177889302,1489841.8221107,1640763,149309.154667416,1473928.4847809,1623237.63944832,153572.172953828,1475347.57686719,1628919.74982102,155796.158451527,1484966.84154847,1640763,159209,1464269,1623478,5693.8529966864,1240.98173700689,5693.52335804187,1241.01632420296,155.707134672702,166842,1640763,0.597770663216367,0.596067797583041,5177.90126849382,5161.33210524298,0.323981024183627,0.320000399594315,0,1,0,0
"MOZ",0.401822465337952,0.00680902797159884,0.0101394171281531,5097.71876091159,4995.13659528428,5861.12774777643,27464.3681881493,5750.49684854016,23887.1478313072,5001.49748151921,23902.057587536,5016.40723774804,26447.9254041111,4993.33213778405,25570.4257410082,4928.60694971991,26429.5311809267,4988.99951195893,25735.5875633092,4959.75747898385,5008.30733566116,4995.13659528428,5266.61412995973,30772.7817027202,8729198.21829728,8759971,30394.0284026058,8621758.70683425,8652152.73523686,34104.2821684404,8632263.823056,8666368.10522445,36323.0115182667,8723647.98848173,8759971,44179,8626971,8671150,30386.8817911033,5737.00171549092,30392.0057691774,5736.98038424921,14.9097562288327,73856,8759971,0.254719753127759,0.247696376660866,10105.8295739101,10074.6461446004,0.579974924859996,0.586238220265465,0,1,0,0
"MRT",0.0544668834502654,0.014067534476121,0.0166021523272398,2835.41984077151,2789.3260786936,3097.98613988965,11747.4056185596,2542.72900395703,10751.7675884893,2327.22289318627,10751.7675884893,2327.22289318627,10900.8672630137,2319.29463189041,10822.6535319529,2310.58141134151,10894.5883644098,2318.20864371475,10857.3347765722,2318.18562087859,2811.1249749701,2789.3260786936,3275.76556627366,84472.3725731708,1405635.62742683,1490108,83061.3982622811,1382156.75853403,1465218.15679631,85144.8880035971,1383674.25501641,1468819.14302,87028.7807169436,1403079.21928306,1490108,88396,1376973,1465369,11904.4495342639,2532.81920000147,11903.4558189232,2532.88084381878,0,93488,1490108,0.539290431130761,0.537650096427016,9239.41858726604,9194.11714458332,0.335300983566148,0.333003974550852,0,1,0,0
"MUS",0.652660251483076,0.0964985520790562,0.13631368599328,21685.5363567401,21680.9137409757,24253.5544866226,77008.8040628941,22689.6932939958,68854.9474765054,20287.260126,69159.9128430473,20592.2254925419,57275.9177662148,20868.5129728655,60715.5405576402,20960.4900397995,56723.930207292,20662.1882250153,62792.3249196906,21673.0768757948,23233.082417411,21680.9137409757,22383.0962365917,43092.7519005757,832850.248099424,875943,34930.3411187246,675095.972845926,710026.31396465,35129.8843727179,668131.925712446,703261.810085164,37985.4218839614,837957.578116039,875943,19425,734759,754184,63621.2754222698,23180.4476170793,63635.5364507885,23179.8013138552,304.965366541852,62708,875943,0.368828994224268,0.381887813027743,51748.8620875834,50344.167130907,0.46867802514332,0.472545436260174,0,0,0,1
"MWI",0.134194907633392,0.00195762186344215,0.00359320427808121,1561.20607814481,1541.89019903688,1724.63839144415,7977.06355045886,1656.71126438466,7221.1312020576,1499.71594539449,7224.59869885086,1503.18344218775,7675.46491081684,1495.32837599717,7533.59391238062,1486.58062567182,7674.16748751402,1495.08648012797,7559.09111212409,1491.62058228697,1542.04387540851,1541.89019903688,1678.72208068983,52013.2966476255,6241533.70335237,6293547,51813.5938185558,6217569.60149305,6269383.1953116,57928.8981565301,6224473.65045251,6282402.54860904,59595.6247786777,6233951.37522132,6293547,67396,6203537,6270933,8477.6511569988,1651.60970497049,8477.59241870873,1651.61026650367,3.46749679325439,77842,6293547,0.334164620389785,0.328290299924806,3551.15052123641,3547.14123090754,0.485656234826026,0.488283668585871,1,0,0,0
"MYS",0.0664565998970521,0.00687223914195921,0.0168715390512395,18912.2689183645,18802.1591970111,21028.1480496209,53454.1644460076,14881.4520724579,48075.53810368,13384.0613460561,48163.4417035209,13471.9649458971,47976.6857343482,13425.4568421039,47854.9224401004,13377.6069971362,47929.2320600419,13411.4611763539,48265.273618898,13491.7419604167,18997.4408068779,18802.1591970111,19192.2275487951,2262920.99298126,11780374.0070187,14043295,2223552.90597661,11575430.5775776,13798983.4835542,2222478.57191054,11560109.3059197,13782587.8778302,2257279.21767091,11786015.7823291,14043295,2200092,11606271,13806363,53290.9239041095,14912.5557132481,53292.614280879,14912.2319865057,87.9035998409359,2356711,14043295,0.609969912428972,0.610285518558035,58197.8300604547,57908.2061253248,0.361321857323156,0.362305859301234,0,0,1,0
"NAM",0.0475506745831461,0.00393345954029477,0.00661178556337224,6191.63351793594,6194.39129640676,7744.09253355077,30258.9024670231,6335.61734753985,24192.8972205697,5065.51549531365,24243.7736644462,5116.39193919023,24042.5267836437,5079.9471452498,24039.4407273645,5070.079641368,24025.5287204319,5076.06077981515,24289.7546845134,5122.63449993312,6225.17800330341,6194.39129640676,6385.6763260401,75640.6658366335,1183323.33416337,1258964,75131.8625020381,1175363.6096994,1250495.47220144,75308.1462141595,1173277.03941915,1248585.18563331,75398.0333954049,1183565.9666046,1258964,73631,1177009,1250640,30048.3180177709,6348.91119005753,30049.659053811,6348.8257654929,50.8764438765847,77307,1258964,0.544325919946654,0.544861067125384,23493.4156702724,23445.3324758431,0.329628209122006,0.330404654435744,0,0,1,0
"NER",0.100025919555091,0.0010426095938842,0.00179627654775004,1381.69016306231,1370.23870544257,1522.30107035327,7086.80810475003,1483.83776162835,6432.21845963166,1346.77960802228,6455.53690708187,1370.0980554725,6744.6166332794,1344.80885135295,6634.88266703398,1335.92792493032,6744.22608410343,1344.72270395985,6764.02929763802,1361.92478271619,1369.74957590741,1370.23870544257,1441.30795392382,31236.8577963007,5542515.1422037,5573752,31178.1803476371,5532103.70293651,5563281.88328415,34002.9197268379,5534973.03466096,5568975.9543878,34720.7301479103,5539031.26985209,5573752,38194,5525546,5563740,7430.54038327764,1481.57516150902,7430.58471912695,1481.57488359696,23.3184474502165,42439.0000000001,5573752,0.284219602229323,0.280084837089554,2803.63230839922,2802.03551456226,0.542974578297129,0.545918031947261,1,0,0,0
"NGA",0.051294866335951,0.00326397411319348,0.00768655607246532,3909.35763765369,3850.32096873689,4200.05543577993,15055.061090481,3152.23279039562,14013.0574368206,2934.05778167001,14355.4011625422,3276.40150739162,14211.4391121564,2916.64234750105,14000.8803393899,2884.95199283288,14206.0576681219,2915.77093892008,15317.3028172652,3156.40929881637,3858.33736316503,3850.32096873689,4196.97824453217,4758470.11543782,53217168.8845622,57975639,4720931.01195032,52797343.8648558,57518274.8768062,4859755.47776466,52882983.2451664,57742738.7229311,4920444.66506853,53055194.3349315,57975639,5064447,52465559,57530006,15263.3402291605,3132.52613794796,15262.5000227173,3132.60406659952,342.343725721614,5338273,57975639,0.597400916592361,0.595558596044384,13311.1587738395,13279.6520546452,0.315528911279634,0.311487395611411,0,1,0,0
"NIC",0.238325851292642,0.0733818323345532,0.0895854832826833,3374.93112212651,3134.88948545081,3796.08226618787,10520.7313741096,3193.90818273691,9353.5232516634,2839.56441701621,9691.89792554682,3177.93909089962,10183.1700184452,2791.63150409957,9722.94993034385,2720.40412746102,10144.4549940349,2775.01406374894,10916.9226611465,3049.19155058964,3222.28829695339,3134.88948545081,7339.1879492522,149907.576624457,2670895.42337554,2820803,136013.567914867,2423346.5995587,2559360.16747357,168399.232712542,2421785.09571427,2590184.32842681,191961.459358133,2628841.54064187,2820803,211066,2357034,2568100,11393.2179826797,3123.35610580121,11412.6835154167,3121.93777576221,338.374673883416,277108,2820803,0.496402112344189,0.48472776078816,9725.12865333751,9528.08433983766,0.390337485652194,0.375937462107179,0,1,0,0
"NLD",0.0818969535679539,0.0385493202274828,0.0493670650055999,26861.194467939,26013.7329096189,32080.9027832762,41718.2830811762,28971.0353238807,34930.529302192,24257.316542163,35063.6332783075,24390.4205182784,35809.4587681264,24089.0657988857,35185.6654927665,23823.789899027,36028.0241664165,23918.1982726906,35855.488192943,24022.232901099,26436.5753622231,26013.7329096189,26984.8549030697,2618807.94551434,9502026.05448566,12120834,2638301.76919353,10162590.516514,12800892.2857076,2881439.28621565,9951459.71839855,12832899.0046142,2817135.49290396,9303698.50709604,12120834,3123242,9665509,12788751,42638.9259954527,28683.2565817085,43029.7303732656,28566.4741961494,133.103976115437,3024850,12120834,0.449945307341315,0.444568151576844,65375.0858045307,64541.0634092012,0.490720622213743,0.485422008323277,0,0,0,1
"NOR",0.052077679507685,0.0261423508463123,0.0334692806490035,34332.6663183785,33547.795435628,40956.1648534092,44206.1943373639,39646.8198219633,37057.0956734435,33235.0707251105,37264.484623806,33442.459675473,38021.3720045184,32970.915120692,37402.1733751985,32653.0009285987,38058.9267176176,32846.8003938994,37947.1184687506,33002.8707727256,34032.505773462,33547.795435628,34309.559062155,668659.849425962,2494330.15057404,3162990,703408.363247701,2703984.14914791,3407392.51239561,921178.816111818,2489066.00259265,3410244.81870447,865368.766985447,2297621.23301455,3162990,977014,2425200,3402214,45250.6946328207,39239.951985788,45401.1817869488,39183.5420601267,207.388950362544,893569,3162990,0.414422068745884,0.403848499137162,79782.9449922332,79049.269502693,0.513344861579079,0.510588008238163,0,0,0,1
"NPL",0.107659813591184,0.00460869906825701,0.00866336209044963,10832.2409953814,10653.8384675621,11778.3983818966,47327.9797340142,10473.1106981821,43526.1285686634,9631.80692108219,44924.6238806143,11030.3022330332,45123.7157743542,9579.64242224194,44012.9778372439,9421.66923483398,45104.7799978809,9576.02991221785,50017.9897873097,10707.5008899014,10680.6537530866,10653.8384675621,11064.9819049221,79737.05486483,2543493.94513517,2623231,79010.5583771921,2520319.78325281,2599330.34163,83717.8087837397,2525452.37204263,2609170.18082637,85752.6456091837,2537478.35439082,2623231,92102,2508403,2600505,49047.0490887193,10412.5554394862,49045.2485326773,10412.6162908486,1398.49531195098,103214,2623231,0.46407155848291,0.460142907231755,31274.5562202184,31191.516873894,0.376612806236467,0.374315071092715,0,1,0,0
"NZL",0.168696811927585,0.133517360589704,0.144628686062439,20373.4693852021,19159.884756542,24451.27414334,27926.9145391551,22576.3306365689,23269.4678833989,18811.2152502948,23392.4068202444,18934.1541871403,24536.303553383,18593.4032646253,23725.007058622,18215.9920862962,24571.9261254948,18167.5725864359,24427.6416346431,18389.688759568,19765.7826224324,19159.884756542,21417.8489089399,782755.785521801,2322285.2144782,3105041,779318.333846353,2560751.91735778,3340070.25120414,1015567.81840037,2335913.61911258,3351481.43751294,998521.683392093,2106519.31660791,3105041,1164347,2154384,3318731,29045.7011605518,22010.586623488,29491.0730177021,21804.607704118,122.938936845464,980718,3105041,0.47604055215181,0.461785946352394,49322.3231954759,47930.4259412207,0.495744574853741,0.482079920512058,0,0,0,1
"OMN",0.00340514278601798,0.000671533643106138,0.0010975587906282,4079.60604574181,4076.78665345243,4637.82090623964,10210.5548016311,3611.79953745029,8981.59759534278,3177.07809914907,8988.73694988091,3184.21745368719,8982.72403922463,3177.14989846286,8978.77158897113,3175.8172347751,8982.20003407957,3176.96944925288,8998.03720430902,3182.6354563715,4079.33277360012,4076.78665345243,4126.65174554274,850359.65242683,4619962.34757317,5470322,849425.494238077,4614887.11188152,5464312.6061196,849448.114773954,4614962.65672223,5464410.77149618,850416.855451885,4619905.14454812,5470322,849631,4614687,5464318,10211.2452375693,3611.67243121976,10211.234902204,3611.67433372253,7.13935453812412,852534,5470322,0.54812982294543,0.548122757294385,11633.5491105254,11629.4861588274,0.398659159142038,0.3986425937398,0,0,1,0
"PAK",0.114270129940724,0.00782502435463377,0.012901603816532,5056.56891287093,4938.95855589837,5382.46206019491,14900.5354434344,4956.9321154438,13998.3493549555,4656.80362589625,14136.9266901709,4795.38096111165,14863.0518902456,4622.48170015029,14519.7489582848,4576.93866055522,14858.413853237,4620.79575703131,15008.145232502,4730.69229652307,4962.95041158945,4938.95855589837,5424.13993687699,2359146.32167366,73254863.6783264,75614010,2327346.70743045,72267440.2255885,74594786.933019,2751620.55041086,72157890.6926746,74909511.2430854,2843471.54544048,72770538.4545595,75614010,3194104,71444364,74638468,15815.4782522053,4918.69094852066,15816.2186226898,4918.66202044726,138.577335215401,3606183,75614010,0.388601138307302,0.38083647691368,11689.6355580883,11644.3316943692,0.460447379513954,0.457918908966175,0,1,0,0
"PAN",0.14278008012332,0.0479753677871934,0.0655999498104855,11256.6049281408,10934.7940752604,12367.5750965479,27482.6782559958,9259.66459766509,25013.9294954677,8427.87574195544,25207.6322485677,8621.57849505539,25063.0999358836,8454.00601263559,24789.6769313363,8359.88533509004,24994.5160028815,8431.24496863842,25502.8965509005,8600.71052603432,11269.8988356033,10934.7940752604,13959.6016216659,359762.888251535,1744263.11174847,2104026,335603.077111558,1627127.44063165,1962730.51774321,335517.692272303,1626806.57906461,1962324.27133691,359513.087326296,1744512.9126737,2104026,335299,1630703,1966002,27463.3714358316,9263.63888903274,27462.6173875912,9263.79429183895,193.702753099946,391147,2104026,0.57371293768119,0.573788788922782,31644.0867552458,31137.4211000565,0.390833686944612,0.391039238901909,0,0,1,0
"PER",0.0781585705053444,0.0393517840320119,0.0472648651983054,9871.19324663678,9619.31698975269,10635.5348596133,19958.7557078065,8343.96324238384,18524.3842603828,7744.3094960059,18699.4400451868,7919.36528080994,18622.073244422,7740.73805043937,18420.8031359886,7665.84118479892,18589.5327992579,7728.34371775173,18919.4012132554,7874.25607783548,9836.87554291791,9619.31698975269,11198.3675671488,3003100.93053539,12431641.0694646,15434742,2860370.15148665,11840792.5246628,14701162.6761495,2868262.42025842,11845688.1614426,14713950.581701,3017366.80335328,12417375.1966467,15434742,2901306,11803915,14705221,20030.8685217934,8326.33961400826,20029.0170423119,8326.7895811708,175.055784804039,3147294,15434742,0.542520669181897,0.54209053954339,25107.1254421972,24798.0664730756,0.423606234178377,0.422591074931958,0,0,1,0
"PHL",0.115977212026805,0.0373036707108897,0.0604138956372627,6250.05915352097,5825.32526762958,6673.28921684101,13231.1551229012,4168.60667099975,12392.0153166523,3904.22735099798,12916.3382945209,4428.55032886663,12762.3137488308,3786.73377088582,12359.6875698237,3711.54225178774,12740.621645902,3778.39746713434,13623.6869772192,4089.46886707459,5948.1028852151,5825.32526762958,8710.68448593157,9493691.72637504,34363354.273625,43857046,8906702.14916703,32238687.5603819,41145389.7095489,10370620.8762907,31330639.9790283,41701260.8553191,11097257.0872178,32759788.9127822,43857046,11388809,29818662,41207471,13600.9904914863,4035.57936477831,13604.1839630847,4034.49813181464,524.322977868647,12882936,43857046,0.66234028478952,0.655059656946227,16527.0591685172,16279.0043181547,0.403779592533505,0.372229817334652,0,1,0,0
"PNG",0.0284585236290577,0.00640606148340238,0.00964704105170134,3501.8285624566,3456.4283426167,3827.60752984726,11322.1405096845,2565.052675338,10358.4797333029,2346.73347584901,10361.1805390681,2349.43428161426,10426.4461173667,2336.41805249437,10379.1601847355,2330.91890461676,10422.9141688415,2335.99589403471,10408.0421165218,2337.70077834656,3470.78928910859,3456.4283426167,3784.43098351388,437022.273418342,2713995.72658166,3151018,432778.968110277,2687643.95191508,3120422.92002536,440931.558066959,2687618.27284252,3128549.83090948,445853.662674669,2705164.33732533,3151018,449916,2670704,3120620,11393.6049844204,2553.14457763802,11392.5671117455,2553.31566243823,2.70080576524544,463095,3151018,0.644342651052429,0.64330714540669,11630.1809378137,11595.9563005783,0.329109886622865,0.325597481898445,0,1,0,0
"POL",0.165511404469347,0.0808469595438598,0.0970512320098188,12320.6453817649,11743.96579273,14155.7317581339,20836.2820446648,12720.5654564956,18135.1587140128,11071.5276838271,18436.7172376081,11373.0862074223,18769.1380748548,11039.0037614137,18310.7594803054,10850.0573383212,18621.561364138,10969.5791184899,19015.4019319665,11281.8894817805,12156.7323663314,11743.96579273,13899.3915649511,4647945.73169748,25058189.2683025,29706135,4287814.24515625,22979412.9572681,27267227.2024243,4482749.62511408,22854556.1116424,27337305.7367565,4938293.29030203,24767841.709698,29706135,4828526,22476290,27304816,21422.086911877,12599.3264610459,21396.7506564738,12604.3860992671,301.558523595251,5685578,29706135,0.43156127222694,0.428108105989195,29120.4818626962,28495.2206419249,0.486109118141607,0.482705989164556,0,0,1,0
"PRT",0.131989392945745,0.143109312489262,0.141837394282007,14712.2214554685,13873.3494890425,17250.7008428093,36608.2624477118,14458.2422599896,31221.2743782612,12330.6794271172,31666.9435060555,12776.3485549115,32341.4312602298,12355.9965059162,31528.7894121487,12126.1648205393,32133.1408908268,12205.1359682249,33109.8165277583,12675.0495942031,14416.5223793922,13873.3494890425,16324.996358729,1102822.60641478,8402181.39358522,9505004,1011768.12796546,7864331.38885192,8876099.51681739,1025422.9818617,7889558.38124457,8914981.36310627,1130474.63044657,8374529.36955343,9505004,1115728,7731818,8847546,37513.3886651357,14331.9352672396,37675.2818876645,14310.2082564054,445.669127794306,1087201,9505004,0.490233483030082,0.487372991115811,40752.8665361662,39617.3490317778,0.423300305206754,0.418704754020843,0,0,0,1
"PRY",0.0445178911745666,0.0229995906431038,0.0254070942167564,6456.97856472736,6328.91605869035,6918.04174271432,16090.5629825177,5787.97347039313,15018.1834884027,5402.22537264941,15174.4270716102,5558.46895585692,15213.2501649134,5384.59820920834,15043.7940075845,5341.87194578258,15198.6449794693,5380.35216952819,15509.5164921509,5508.00065846176,6409.56809480736,6328.91605869035,6941.30247016178,309069.471431954,2744093.52856805,3053163,301202.069040527,2674242.28156779,2975444.35060831,316195.800139139,2664850.79349708,2981046.59363622,325371.24892863,2727791.75107137,3053163,326386,2649205,2975591,16285.9850644504,5764.28344125193,16283.8946541834,5764.5328283774,156.243583207504,341593,3053163,0.493871220172515,0.491629049162893,16830.2337874489,16708.745396585,0.411048463739905,0.407520017181546,0,1,0,0
"QAT",0.00887605918682094,0.00184276364898674,0.00303402114904544,9582.26527329867,9563.01241708203,10720.7995641511,22233.1035341321,8389.85189857217,19871.9782641172,7498.86107045906,19963.8512585817,7590.73406492356,19882.3524618915,7498.67541047872,19847.6093223669,7486.39043310936,19878.9678303329,7497.45674029893,20067.3350263371,7569.316278581,9578.94571770393,9563.01241708203,9688.88426739887,505593.086597482,2500977.91340252,3006571,504055.560620511,2493372.35349354,2997427.91411406,504150.025959681,2493551.87970225,2997701.90566193,505790.835075199,2500780.1649248,3006571,504715,2492734,2997449,22241.0157577336,8388.25075082292,22240.9040484622,8388.27334455686,91.8729944644981,509235,3006571,0.543883975626789,0.54384518982565,26245.5021747792,26220.411675432,0.408481403508953,0.408390814899853,0,0,0,1
"ROM",0.202686267626869,0.111409297165283,0.124138112149136,5589.031297715,5363.50353956397,6217.02961809325,16076.8680932781,4783.35940420298,14452.9018618581,4300.17983837581,14508.7735023908,4356.0514789085,14454.5907738761,4338.53933272899,14278.2263080198,4278.09835351661,14369.3835882777,4312.18663550491,14630.2198506906,4382.93160993358,5623.74081771263,5363.50353956397,7753.66316552643,2357056.16198344,15844412.8380166,18201469,2061546.37616372,13857960.7883286,15919507.1644923,2060302.01688148,13835957.1752972,15896259.1921787,2346201.84925605,15855267.1507439,18201469,2023776,13918197,15941973,15982.6368343653,4797.1817141955,15984.5677113961,4796.89604191765,55.871640532696,2538243,18201469,0.56171429264653,0.562276232695481,16726.6659505389,16300.1980414635,0.371683731622137,0.373002329693137,0,0,1,0
"RWA",0.328258547008546,0.00367201639121058,0.00684079423614085,2413.10784587582,2371.69717313717,2688.56759141773,12678.1767279221,2622.16725963022,11379.2220925405,2353.51062313287,11403.5394297929,2377.82796038523,12444.6458415643,2347.96645687691,12084.1762137428,2322.23007210817,12440.0807007677,2346.88600613127,12265.8611865328,2356.96862505463,2374.53486146528,2371.69717313717,2621.54403399136,18226.9027288604,3816854.09727114,3835081,18074.7101693844,3784983.80077444,3803058.51094382,20016.959062462,3790333.73946654,3810350.698529,21096.5860994276,3813984.41390057,3835081,25150,3783696,3808846,13859.978869875,2615.00133421222,13861.2361399629,2614.99438042651,24.3173372523614,37440,3835081,0.282738433738403,0.276080677811781,4938.18690636806,4927.7417117659,0.544444275276554,0.549421772402201,0,1,0,0
"SAU",0.0127046249696751,0.00161621458260137,0.00405660141694173,13725.8006024965,13688.4804094263,15809.1999879902,31853.8262248764,11331.8504766148,27656.0020444658,9838.49405520065,27671.8136545826,9854.30566531744,27675.0152381207,9837.79150035368,27642.6351796466,9827.77226323577,27667.6118562224,9835.26284258345,27701.4784463077,9848.77534460895,13717.9388229769,13688.4804094263,13836.139013981,3199756.16871836,11491112.8312816,14690869,3186707.80365819,11444252.9371946,14630960.7408528,3187559.72567005,11445676.7882698,14633236.5139398,3201356.43330402,11489512.566696,14690869,3192155,11439119,14631274,31867.3742878049,11328.0726752888,31867.1870853352,11328.1248366061,15.811610116795,3233232,14690869,0.597574446397482,0.597522583688186,39213.0941025214,39163.2281968416,0.403161248807799,0.402996238700724,0,0,1,0
"SDN",0.0542289737614972,0.0038696893989916,0.00638484593967137,3887.74340741709,3845.54729533367,4158.29366249026,16837.5268828789,3525.44594416327,15742.0301328403,3296.07053760075,15834.6036935939,3388.64409835439,16000.1237950673,3284.12897621472,15867.2176268663,3269.83184670271,15996.6749748179,3283.60389890909,16302.6464837817,3359.71235349137,3854.08112817204,3845.54729533367,4104.58578623503,564151.805367651,12178677.1946323,12742829,560478.193356923,12099372.7691334,12659850.9624903,575745.521850373,12115440.3549432,12691185.8767935,583240.039339891,12159588.9606601,12742829,601918,12059550,12661468,17110.6917195977,3512.08023132497,17109.9195279563,3512.11727189935,92.5735607536358,636431,12742829,0.516208752201697,0.514344805425322,12163.0919457668,12139.0258753241,0.341878009393614,0.339895966163379,0,1,0,0
"SEN",0.261057786034557,0.0354458826544541,0.043600190080775,3554.24174552241,3416.5638723284,4000.32846681995,17283.1368436988,3618.74786913491,15355.8506440055,3215.21216312122,15681.2847141107,3540.6462332264,16487.0194442527,3195.35144349331,15916.5935172625,3132.84177746771,16445.476296424,3185.68595637337,17639.2562550674,3470.50460316952,3472.5945778078,3416.5638723284,4511.36120748003,102245.161137275,4723077.83886272,4825323,97544.5761824162,4505940.63272978,4603485.20891219,106969.905184707,4524046.76948455,4631016.67466925,115916.173057715,4709406.82694228,4825323,128873,4486065,4614938,18504.095282871,3586.28118154315,18512.4137992476,3586.07653532415,325.434070105186,174402,4825323,0.447358632444244,0.440374438862397,10419.1888054344,10299.2345208581,0.383938571564563,0.381637385570516,0,1,0,0
