iso,NIR6_NM,NIR6_NS,NIR6_PESC,NIR6_PESC4,NIR6_SC,NIR6_SC4,NIR7_NM,NIR7_NS,NIR7_PESC,NIR7_PESC4,NIR7_SC,NIR7_SC4,NIR5_NM,NIR5_PESC
"GRD",-0.0486519452627412,0.0235905997400199,-0.0484467978548925,-0.0727097087159395,-0.0265849706616735,-0.0528286129156574,0.9,0.9,0.9,0.9,0.9,0.9,-0.105638831127724,-0.106697148154502
"GTM",0.0780931915433535,0.0179452147114328,0.0777732054245497,-0.00806986780147676,0.080680913591938,-0.00440949607358335,0.301547310967988,0.32422825290028,0.451467791009288,0.296423848173992,0.303672144676339,0.308102055738092,0.00161439921206221,-7.83407594019663e-05
"GUY",0.107498094500935,0.0396081760494068,0.122817042684151,-0.0840046145095605,0.141141649379274,-0.0684319435892435,0.9,0.9,0.9,0.9,0.9,0.9,-0.108028651493753,-0.100899451026976
"HND",0.157836067458482,0.0157537554305351,0.160066361974745,-0.0130243425929867,0.16428709481414,-0.00798003048452386,0.84629127038292,0.89166344687566,0.9,0.860597017589775,0.853285537716092,0.869923205472758,-0.00855644323832309,-0.00950571145139852
"HRV",0.077637662702223,0.0246124607935639,0.0795350402258517,-0.000384485104771391,0.0796473230221116,8.76820593715859e-05,0.202914677171141,0.233225490301962,0.377664829651756,0.206437022298204,0.203098217423357,0.211938061556307,0.00561411818681685,0.00560534521620279
"HTI",0.235370033701823,0.0233946731483124,0.241445149610153,-0.0510535404996088,0.243861023265169,-0.0468049116111811,0.9,0.9,0.9,0.9,0.9,0.9,-0.000729797946054359,0.000552306435814158
"HUN",0.0568949898540515,0.0147220651472302,0.0460426321521574,0.0137610339452383,0.043249386864573,0.0112253116112701,0.134447171075418,0.121696555474385,0.17552796806782,0.121821436754803,0.114155180940765,0.117577849089039,0.0316851124153621,0.0202669352300649
"IDN",0.006225243201777,0.00021863778062964,0.00607209308118864,-0.0012933035987508,0.00643154547975346,-0.000856772367624577,0.00669001057138349,0.00764559014507044,0.00897222763345635,0.00616848326926278,0.00705663983787293,0.00712466977058186,-0.000658051426666,-0.000811500854555217
"IND",0.0193707907387118,0.00262830114371945,0.0192752749525951,0.00118408960623168,0.0188645128194513,0.00100231503847102,0.0405327567826585,0.040714573932692,0.0460643939562688,0.0396375877388589,0.0395462363318552,0.0397209385305452,0.00270772151935019,0.00257373160587048
"IRL",-0.00704634553676927,0.0475951476077286,-0.00145904831090201,0.0136917236261969,-0.000380721692679923,0.00898186607435237,-0.0418945541276626,0.0372039231850009,0.193803190097001,0.00132386665730063,-0.0316022726138592,-0.0287629931803706,-0.0132832276423645,-0.00791495477583344
"IRN",-0.000221232915719685,0.00193047991923096,-0.000722004662470699,-0.00623508463574226,0.000939792288155366,-0.00447471612240146,0.0399494089869079,0.0455013085480466,0.0591488641956827,0.0374209060801658,0.0420803279470958,0.0427898166338272,-0.00277708608487351,-0.00328483965492863
"IRQ",0.0200537861185743,0.0158255771918903,0.0185628145289926,0.0068834084527785,0.0169553527341452,0.00529719945060084,0.51626511128956,0.521322144207905,0.574169459088929,0.512459091249811,0.509424285185474,0.511523335735197,0.0135084242600835,0.0119399731267506
"ISL",0.0496594747405133,0.0408168557148158,0.0454991576950693,0.0236299642332832,0.0422482676420047,0.0178548380903216,0.0956177105575937,0.130718643561896,0.225970799440757,0.110448270558221,0.0819463878893088,0.089729814156662,0.0222048570630984,0.0173128802831939
"ISR",0.101972648182396,0.0341324836011616,0.071331246437595,0.0386480674013816,0.0679382361564865,0.0317883451550482,0.125421553387922,0.115486960164473,0.147001711396488,0.113265512197584,0.0758962403406925,0.065483845847018,0.0598016545741522,0.0286641232100995
"ITA",0.0238144191069223,0.0121463672207334,0.0199606573973563,0.00428882222481289,0.0187289641177311,0.00352473505098789,0.0332447948698496,0.0323646392585491,0.0768556483628505,0.023972405735048,0.0256801303628736,0.0285933125781966,0.0159572981728787,0.0119707319661236
"JAM",0.211306326654789,0.0467800030423155,0.223709958746468,-0.0128468170175761,0.223878990262118,-0.0120174071303027,0.9,0.9,0.9,0.9,0.9,0.9,-0.0323195561269497,-0.0322597691108288
"JOR",0.107648321755585,0.0091212433482161,0.10816662997218,0.00153505459902083,0.107353920973518,0.00136498325469308,0.0835519260998773,0.0886405512123009,0.114025041442747,0.0815692727075855,0.0815823226090537,0.0832253667829832,0.0068093779109179,0.00644851489321264
"JPN",0.0057094573832025,0.00421057834366276,0.00375886489066075,0.00252938642391496,0.00344886510154737,0.00210820925234169,0.0120306339619709,0.0115194176467001,0.0158963090472999,0.00985415855108194,0.00847010087364271,0.00834737845097773,0.00496535661431349,0.00301337632364621
"KAZ",0.0050981833057446,0.0157883389212583,0.00561591584750372,-0.00332118517934212,0.00639124465636239,-0.00262943386749407,0.0200969243973782,0.0349974169372574,0.10409198005759,0.0158788257634902,0.0223189572597001,0.0248813199403456,0.00388818262932652,0.00438497624916161
